-1.672130204967050116e+00,-1.320718250248097192e+00,-2.713499434956152534e+00,-2.002352495367923257e+00,-3.399162198775729671e+00,-3.260277031886990251e+00,9.637668675031475785e-02,2.043391867857095312e-01,5.207723657356093661e+00,1.578347911961483496e-01,1.057878450458144659e+00,2.401553984835166133e+00,8.397995075449276925e+00,7.060753515090406607e-01,1.303001565900962833e+00,2.070020258904748278e+00,4.375894379139391166e-01,-2.007596630946712590e+00,2.944666735259058865e-01,6.218932246228634497e-01,1.601710349461006100e+00,3.506606262791428508e-01,1.137841191743576452e+01,9.623244093680224931e-02,-1.141062912665815388e+00,-7.219581975463414125e-02,1.377495498877633562e+00,8.140501332248581967e-01,-1.744569494469123017e+00,-8.984563944754149212e-01
-5.067812956364091681e-01,7.069376094718442527e-01,3.621362438963844355e-01,1.458281848821424198e+00,-9.030450046347512361e-01,-7.693944714057094902e-01,-1.814980832535426192e+00,2.798416028160207597e-02,4.433249886758389380e+00,5.446451343836034020e-01,-1.698967146611996881e+00,-1.215947925469608837e+00,4.736598283477483351e-01,1.749329944060039610e-01,-5.939595596120569310e-01,-1.088134021812099839e+00,6.285792061436219769e-02,6.222053795028549272e-01,1.254145251583694609e+00,2.810655336011452565e+00,3.608997397922538930e+00,-2.357604849648959444e+00,2.924540644246515164e+00,7.936861379725153043e-01,-1.482424303809836807e+00,-4.486940118989052317e-02,1.693430435036614501e+00,-7.213736261768369573e+00,1.849941110187932836e+00,5.506018644003127793e-01
-7.925075143433946145e-01,-1.690932204246667070e-01,-8.143490032073422147e-02,2.291186236604512150e+00,-1.009732870969857643e+00,-1.217170182519460520e+00,7.799935815854045495e-01,-7.128274003750667553e-01,-1.246136758849430759e+00,-1.847498315386914003e+00,-8.209262009105603441e-01,1.215455522172494440e+01,9.076284956662474812e-01,-5.029517312948144081e-01,1.036548831731622267e+00,7.896611233437067501e-01,1.445504102287364923e+00,8.016594683528908971e-02,3.069186245724719431e+00,1.092778003332347314e+00,-7.763646582400520746e-01,-1.002800740044790917e+00,-1.723942486503936555e+00,3.857915963966015993e-01,-6.791679650239261859e-03,-9.749858993652604777e-01,9.158233203979078141e-01,-1.366666717134498388e+00,1.884900948738230941e-01,-7.792074602918384052e-01
-7.943653277698538018e-01,-1.138915094620539942e-01,1.857424900791636135e+00,-4.621584516340024318e-01,-1.020258330562227034e+00,-1.867505283052772302e+00,1.586240426433953576e+00,-7.814140441480182941e-01,-1.151097246195254553e-01,1.269638430246818883e-01,1.289949575119280878e+00,-1.032622651285240778e+00,2.793664575363325131e+00,-4.642925141779178366e-01,-9.931261349652449333e-01,-1.109902582440289498e+00,3.484017465912932487e-01,1.479859396549701445e-01,-1.591727789064114162e+00,-1.817880089349245498e+00,7.310156145594390864e-01,1.353194275835889471e+00,-1.348068774238428746e+00,-1.335858974219184869e+00,-2.747340228950580499e-01,2.243637217043290555e+00,3.312114376349970524e-01,-9.696506804161630910e+00,-9.346623561166023109e-01,1.807735709741375985e+00
-1.136995406813177345e+00,-2.497574329954025396e-01,-1.842208870320810876e-01,3.447782521515978943e-02,-9.020896224352467074e-01,-2.138783831662879886e-01,-7.045573884664982911e-01,-4.842724484868980994e-01,-2.122379291379506705e-01,1.245290501641650005e+00,-1.230397308798807376e+00,2.329892644496635690e+00,4.645378645371163628e+00,8.324280340648176901e-01,-1.314104731101916279e+00,-3.280641165922160707e-01,-7.106562924623935906e-01,-2.506897969462637543e-01,2.865927668143442464e+00,2.879173144817817054e+00,2.186050008108638920e+00,-2.950066987532229401e+00,-2.981044396904990457e+00,-1.725778321954323902e+00,9.810637601794421903e-01,-7.783817908164926136e-01,2.103984219944521339e+00,-1.445797320033215261e-01,-1.180914033229020665e+00,6.958144062517689354e-01
-1.630102600981838679e-01,-1.571558358356043295e+00,1.755158914406861337e-01,1.648326718647787015e+00,1.692471918032311118e+00,-6.890908377980654587e-01,1.450974430397941883e-01,-8.856012741731164040e-01,4.821887260689496912e+00,-4.776897463043111025e-01,1.862644650506980692e+00,3.190239379793530894e+00,-3.191543179599862778e+00,-3.613590865676656438e+00,-8.000537901762433401e-01,1.285932391876517089e+00,-1.684894955803141192e+00,-2.767321217027235214e+00,1.175601291367729173e+00,6.320495910233491221e-01,-1.884785181635167672e-01,3.183916711795190313e+00,2.133181687314083419e+01,-1.232847224941477249e+00,-2.079435288133899995e+00,1.818707777366491696e+00,9.072044300478907530e-01,2.164523522224145180e-01,-9.020417771026851828e-01,-9.889127670759650934e-02
-3.990200963018916691e-01,-5.472598335896277089e-01,-1.307763590888878780e-01,-9.563829299093559166e-01,-8.220669993400514519e-01,-9.513633421120460953e-01,1.377321710807787536e+00,2.306200620218002317e+00,1.162684637754239247e+00,-1.964798729962530910e+00,1.264458914149704682e+00,1.184251684670010896e+01,8.444390573403796063e-01,2.887200588034055312e-02,1.815857028463576439e+00,1.561247748836272486e-01,1.388607106181164230e+00,-2.875264332310438764e-01,-1.900939545312622769e+00,-1.450831269746563290e+00,2.862714516676565069e+00,-1.283410363098510976e+00,-1.423233557380227943e+00,-1.207022091153087784e+00,8.700942426447451084e-01,7.585228925129193778e-01,8.840081947787492567e-01,-5.656869751991553841e+00,8.794837430624963259e-01,-6.282125036984043120e-01
1.704900966051417166e+00,1.965785930880424637e+00,1.464886102440738469e+00,2.540915048152217803e+00,3.430680835761228398e-01,-1.376512604715449006e+00,1.860356558189646181e+00,3.593356387529523799e-01,1.139659259231356003e+01,2.750252310852367432e-01,-1.727018817609776269e+00,-4.656186909906914195e-01,6.495817722474056310e+00,-1.472965738273623870e+00,1.268961915592662359e+00,2.127878869492230152e+00,1.173575312532886716e+00,1.170354489349327176e+00,-5.325310425668318068e-03,1.833815637702883028e-01,2.332985916964572581e+00,-2.399391539658485506e+00,2.587224355306370072e+00,-1.837068432744193736e+00,-2.773606084186813980e+00,-4.171090755471211331e+00,-4.819832359547611134e-01,-9.705656086158825246e+00,-2.632318746578159452e-01,-5.296785827990623252e-01
-2.272316581573317618e-01,-2.819953016463360163e-01,1.929435860260963587e+00,1.584381769174676435e+00,2.799558308602806189e+00,1.217216835768267336e+00,-1.163805840351773258e+00,-1.784929969194509081e+00,1.307063354008214828e+00,6.490393055827931024e-01,1.380348015272819806e+00,2.675128267988566400e+00,4.433957570780024393e-01,1.287010233155618133e+00,-1.311769171081028418e+00,1.303355179841039491e-01,-4.735502020983583193e+00,-3.100581008031369379e+00,2.545755308208462964e+00,2.908579835067101271e+00,9.770568800713625990e-01,3.020479514576986713e+00,2.851729440125273385e+01,5.649145568199127609e-01,8.106051736075278180e-01,2.009392963233084806e-01,4.901284113395382169e-01,-2.323453084069252661e+00,-2.157698306745833960e+00,-1.155991347499958112e-02
2.322003345325069468e+00,8.712416718226183576e-01,-2.708898780937817108e+00,3.325176292984123316e-01,2.860250398008882478e+00,3.041225635221602719e+00,4.153633357691078887e-01,-5.495643308400026683e-01,3.515558442099573355e+00,3.456407057249728798e-02,-6.007534660234117863e-02,-3.195462290188457288e+00,1.636237315923485269e+01,2.632553217436298887e+00,6.524903597180208292e-01,1.415745759763753053e+00,9.942795769128809358e-01,-6.138815091759476372e-01,5.203791811812870094e-01,1.287604063115199038e+00,1.114679173605832796e+00,2.236460110327636919e+00,7.311223353269091785e-01,1.453352415401269138e+00,-2.103476298721681736e+00,-1.480379833211790119e+00,1.003315981508332344e+00,-1.979026990881742609e+00,-2.043169777527506170e+00,-1.029465540168655879e+00
